1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95946.8,
    "high": 95978.9,
    "low": 95922,
    "close": 95938.1,
    "IsoTime": "2024-11-27T23:56:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:57:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95954.3,
    "high": 95981.2,
    "low": 95939,
    "close": 95946.8,
    "IsoTime": "2024-11-27T23:55:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:56:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95923.3,
    "high": 95958.5,
    "low": 95903.8,
    "close": 95954.3,
    "IsoTime": "2024-11-27T23:54:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:55:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95911.8,
    "high": 95976.5,
    "low": 95846.7,
    "close": 95954.3,
    "IsoTime": "2024-11-27T23:50:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:55:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95957.2,
    "high": 95969.9,
    "low": 95903.5,
    "close": 95923.3,
    "IsoTime": "2024-11-27T23:53:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:54:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95948.3,
    "high": 95976.5,
    "low": 95911,
    "close": 95957.2,
    "IsoTime": "2024-11-27T23:52:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:53:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95888.1,
    "high": 95965.4,
    "low": 95875.7,
    "close": 95948.3,
    "IsoTime": "2024-11-27T23:51:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:52:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95911.8,
    "high": 95911.8,
    "low": 95846.7,
    "close": 95888.1,
    "IsoTime": "2024-11-27T23:50:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:51:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95842.5,
    "high": 95913.1,
    "low": 95842.4,
    "close": 95911.8,
    "IsoTime": "2024-11-27T23:49:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:50:01Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96130.6,
    "high": 96146.4,
    "low": 95814.7,
    "close": 95911.8,
    "IsoTime": "2024-11-27T23:45:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:50:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95979.3,
    "high": 95979.4,
    "low": 95814.7,
    "close": 95842.5,
    "IsoTime": "2024-11-27T23:48:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:49:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96010.1,
    "high": 96015.3,
    "low": 95968.7,
    "close": 95979.3,
    "IsoTime": "2024-11-27T23:47:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:48:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96093,
    "high": 96093.1,
    "low": 96010,
    "close": 96010.1,
    "IsoTime": "2024-11-27T23:46:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:47:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96130.6,
    "high": 96146.4,
    "low": 96093,
    "close": 96093,
    "IsoTime": "2024-11-27T23:45:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:46:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96083.3,
    "high": 96141.6,
    "low": 96080.1,
    "close": 96130.6,
    "IsoTime": "2024-11-27T23:44:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:45:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95885.4,
    "high": 96141.6,
    "low": 95837.8,
    "close": 96130.6,
    "IsoTime": "2024-11-27T23:40:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:45:00Z
1685601026,BYBIT:BTCUSDT.P, 15m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95992.9,
    "high": 96141.6,
    "low": 95810.9,
    "close": 96130.6,
    "IsoTime": "2024-11-27T23:30:00Z",
    "timeFrame": 15
    }
},2024-11-27T23:45:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96068.1,
    "high": 96107.6,
    "low": 96061,
    "close": 96083.3,
    "IsoTime": "2024-11-27T23:43:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:44:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95960,
    "high": 96076.7,
    "low": 95960,
    "close": 96068.1,
    "IsoTime": "2024-11-27T23:42:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:43:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95850.1,
    "high": 95967.1,
    "low": 95850.1,
    "close": 95960,
    "IsoTime": "2024-11-27T23:41:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:42:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95885.4,
    "high": 95925.6,
    "low": 95837.8,
    "close": 95850.1,
    "IsoTime": "2024-11-27T23:40:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:41:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95903.8,
    "high": 95908,
    "low": 95810.9,
    "close": 95885.4,
    "IsoTime": "2024-11-27T23:39:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:40:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95901.5,
    "high": 95961.6,
    "low": 95810.9,
    "close": 95885.4,
    "IsoTime": "2024-11-27T23:35:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:40:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95959.6,
    "high": 95961.6,
    "low": 95903.8,
    "close": 95903.8,
    "IsoTime": "2024-11-27T23:38:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:39:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95933,
    "high": 95959.6,
    "low": 95892.8,
    "close": 95959.6,
    "IsoTime": "2024-11-27T23:37:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:38:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95876.1,
    "high": 95933,
    "low": 95860.4,
    "close": 95933,
    "IsoTime": "2024-11-27T23:36:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:37:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95901.5,
    "high": 95934.1,
    "low": 95850.5,
    "close": 95876.1,
    "IsoTime": "2024-11-27T23:35:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:36:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95963.8,
    "high": 95963.8,
    "low": 95885.1,
    "close": 95901.5,
    "IsoTime": "2024-11-27T23:34:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:35:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95992.9,
    "high": 96001.5,
    "low": 95868.5,
    "close": 95901.5,
    "IsoTime": "2024-11-27T23:30:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:35:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95896.9,
    "high": 95963.8,
    "low": 95868.5,
    "close": 95963.8,
    "IsoTime": "2024-11-27T23:33:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:34:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95998.9,
    "high": 95999,
    "low": 95896.9,
    "close": 95896.9,
    "IsoTime": "2024-11-27T23:32:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:33:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96000,
    "high": 96001.5,
    "low": 95953.6,
    "close": 95998.9,
    "IsoTime": "2024-11-27T23:31:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:32:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95992.9,
    "high": 96000,
    "low": 95976.1,
    "close": 96000,
    "IsoTime": "2024-11-27T23:30:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:31:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95925,
    "high": 95995,
    "low": 95918.5,
    "close": 95992.9,
    "IsoTime": "2024-11-27T23:29:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:30:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95871.4,
    "high": 96009.9,
    "low": 95871.3,
    "close": 95992.9,
    "IsoTime": "2024-11-27T23:25:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:30:00Z
1685601026,BYBIT:BTCUSDT.P, 15m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95934.4,
    "high": 96038.2,
    "low": 95840,
    "close": 95992.9,
    "IsoTime": "2024-11-27T23:15:00Z",
    "timeFrame": 15
    }
},2024-11-27T23:30:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95996.8,
    "high": 96004.9,
    "low": 95925,
    "close": 95925,
    "IsoTime": "2024-11-27T23:28:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:29:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95918.5,
    "high": 96009.7,
    "low": 95904.1,
    "close": 95996.8,
    "IsoTime": "2024-11-27T23:27:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:28:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95959.5,
    "high": 96009.9,
    "low": 95902.7,
    "close": 95918.5,
    "IsoTime": "2024-11-27T23:26:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:27:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95871.4,
    "high": 95959.5,
    "low": 95871.3,
    "close": 95959.5,
    "IsoTime": "2024-11-27T23:25:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:26:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95875.1,
    "high": 95881.4,
    "low": 95856.1,
    "close": 95871.4,
    "IsoTime": "2024-11-27T23:24:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:25:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95850.2,
    "high": 95960,
    "low": 95847,
    "close": 95871.4,
    "IsoTime": "2024-11-27T23:20:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:25:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95906.5,
    "high": 95906.5,
    "low": 95847,
    "close": 95875.1,
    "IsoTime": "2024-11-27T23:23:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:24:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95950.4,
    "high": 95960,
    "low": 95898.9,
    "close": 95906.5,
    "IsoTime": "2024-11-27T23:22:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:23:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95944.3,
    "high": 95960,
    "low": 95914.2,
    "close": 95950.4,
    "IsoTime": "2024-11-27T23:21:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:22:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95850.2,
    "high": 95949.2,
    "low": 95850.1,
    "close": 95944.3,
    "IsoTime": "2024-11-27T23:20:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:21:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95912.5,
    "high": 95913.7,
    "low": 95840,
    "close": 95850.2,
    "IsoTime": "2024-11-27T23:19:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:20:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95934.4,
    "high": 96038.2,
    "low": 95840,
    "close": 95850.2,
    "IsoTime": "2024-11-27T23:15:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:20:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95949.9,
    "high": 95961.3,
    "low": 95900,
    "close": 95912.5,
    "IsoTime": "2024-11-27T23:18:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:19:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96015,
    "high": 96038.2,
    "low": 95949.9,
    "close": 95949.9,
    "IsoTime": "2024-11-27T23:17:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:18:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95975.6,
    "high": 96015.1,
    "low": 95975.6,
    "close": 96015,
    "IsoTime": "2024-11-27T23:16:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:17:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95934.4,
    "high": 95981.6,
    "low": 95919.1,
    "close": 95975.6,
    "IsoTime": "2024-11-27T23:15:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:16:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95933.9,
    "high": 95934.5,
    "low": 95868.7,
    "close": 95934.4,
    "IsoTime": "2024-11-27T23:14:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:15:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96138.1,
    "high": 96138.1,
    "low": 95857.8,
    "close": 95934.4,
    "IsoTime": "2024-11-27T23:10:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:15:00Z
1685601026,BYBIT:BTCUSDT.P, 15m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96115.2,
    "high": 96246.1,
    "low": 95857.8,
    "close": 95934.4,
    "IsoTime": "2024-11-27T23:00:00Z",
    "timeFrame": 15
    }
},2024-11-27T23:15:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95953.4,
    "high": 95959.9,
    "low": 95857.8,
    "close": 95933.9,
    "IsoTime": "2024-11-27T23:13:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:14:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 95986.2,
    "high": 96002.6,
    "low": 95913,
    "close": 95953.4,
    "IsoTime": "2024-11-27T23:12:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:13:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96008.8,
    "high": 96075,
    "low": 95948.7,
    "close": 95986.2,
    "IsoTime": "2024-11-27T23:11:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:12:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96138.1,
    "high": 96138.1,
    "low": 96003,
    "close": 96008.8,
    "IsoTime": "2024-11-27T23:10:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:11:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96167.7,
    "high": 96190,
    "low": 96130.3,
    "close": 96138.1,
    "IsoTime": "2024-11-27T23:09:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:10:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96120,
    "high": 96208.8,
    "low": 96095,
    "close": 96138.1,
    "IsoTime": "2024-11-27T23:05:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:10:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96201.4,
    "high": 96201.4,
    "low": 96131.9,
    "close": 96167.7,
    "IsoTime": "2024-11-27T23:08:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:09:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96144.4,
    "high": 96208.8,
    "low": 96110.4,
    "close": 96201.4,
    "IsoTime": "2024-11-27T23:07:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:08:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96158.1,
    "high": 96166.7,
    "low": 96095.3,
    "close": 96144.4,
    "IsoTime": "2024-11-27T23:06:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:07:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96120,
    "high": 96173,
    "low": 96095,
    "close": 96158.1,
    "IsoTime": "2024-11-27T23:05:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:06:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96156.7,
    "high": 96184.3,
    "low": 96091.3,
    "close": 96120,
    "IsoTime": "2024-11-27T23:04:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:05:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96115.2,
    "high": 96246.1,
    "low": 96091.3,
    "close": 96120,
    "IsoTime": "2024-11-27T23:00:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:05:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96158.5,
    "high": 96246.1,
    "low": 96156.7,
    "close": 96156.7,
    "IsoTime": "2024-11-27T23:03:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:04:01Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96176.1,
    "high": 96198.4,
    "low": 96150.7,
    "close": 96158.5,
    "IsoTime": "2024-11-27T23:02:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:03:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96192.8,
    "high": 96213.5,
    "low": 96150.6,
    "close": 96176.1,
    "IsoTime": "2024-11-27T23:01:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:02:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96115.2,
    "high": 96196.8,
    "low": 96115.2,
    "close": 96192.8,
    "IsoTime": "2024-11-27T23:00:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:01:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96155.6,
    "high": 96155.7,
    "low": 96103.9,
    "close": 96115.2,
    "IsoTime": "2024-11-27T22:59:00Z",
    "timeFrame": 1
    }
},2024-11-27T23:00:00Z
1704805542,BYBIT:BTCUSDT.P, 5m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96249.3,
    "high": 96293.5,
    "low": 96103.9,
    "close": 96115.2,
    "IsoTime": "2024-11-27T22:55:00Z",
    "timeFrame": 5
    }
},2024-11-27T23:00:00Z
1685601026,BYBIT:BTCUSDT.P, 15m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96340.6,
    "high": 96340.7,
    "low": 96081.2,
    "close": 96115.2,
    "IsoTime": "2024-11-27T22:45:00Z",
    "timeFrame": 15
    }
},2024-11-27T23:00:00Z
1705251326,BYBIT:BTCUSDT.P, 1h,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96332.1,
    "high": 96575.1,
    "low": 96081.2,
    "close": 96115.2,
    "IsoTime": "2024-11-27T22:00:00Z",
    "timeFrame": 60
    }
},2024-11-27T23:00:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96162.6,
    "high": 96186.4,
    "low": 96146.5,
    "close": 96155.6,
    "IsoTime": "2024-11-27T22:58:00Z",
    "timeFrame": 1
    }
},2024-11-27T22:59:00Z
1661734571,BYBIT:BTCUSDT.P, 1m,nan,{
  "Candle": {
    "asset": "BTCUSDT.P",
    "broker" : "BYBIT",
    "open": 96221.9,
    "high": 96222,
    "low": 96162.5,
